Geo. State,Type,Status,Submitted Date,Nominator,LD Summary,Subdivision,data_pulled_at
UT,O&G Nomination (EOI),Pending,04/24/2020,RUNNING FOXES PETROLEUM,UT T0200S-R0230E SALT LAKE MER Section: 009,NENW,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0010W SALT LAKE MER Section: 024,"11-21, 24-48",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0010W SALT LAKE MER Section: 025,"5-7, 9-25",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 001,1-14,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 001,W2SE,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 003,"1, 2, 8",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 011,"N2NE, SWNE, W2, SE2",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 012,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 013,"1, 2",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 013,S2NW,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 014,"N2, SW, W2SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 015,SE,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 022,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 023,"W2NE, SENE, W2, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 024,"SWNW, NWSW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 026,N2NE,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 027,"NWNE, N2NW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 027,SWSW,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 028,S2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 033,"N2, SW, N2SE, SWSE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,Nominator,UT T0220S-R0020W SALT LAKE MER Section: 034,N2NW,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0220S-R0050E SALT LAKE MER Section: 024,"S2SW, S2SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0220S-R0050E SALT LAKE MER Section: 025,"W2, W2SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0220S-R0060E SALT LAKE MER Section: 018,SWSE,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0220S-R0060E SALT LAKE MER Section: 019,"W2NE, NWSE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0230S-R0010W SALT LAKE MER Section: 001,"1-8, 11, 12",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0230S-R0010W SALT LAKE MER Section: 014,SW,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0230S-R0010W SALT LAKE MER Section: 023,W2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0230S-R0010W SALT LAKE MER Section: 026,"W2, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0230S-R0010W SALT LAKE MER Section: 035,N2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0230S-R0060E SALT LAKE MER Section: 004,"3, 4",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0230S-R0060E SALT LAKE MER Section: 004,"S2NW, SW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0230S-R0060E SALT LAKE MER Section: 005,1-3,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0230S-R0060E SALT LAKE MER Section: 005,"S2NE, S2NW, S2",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0230S-R0060E SALT LAKE MER Section: 006,"6, 7",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0230S-R0060E SALT LAKE MER Section: 006,"S2NE, E2SW, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0230S-R0060E SALT LAKE MER Section: 007,1-4,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0230S-R0060E SALT LAKE MER Section: 007,"NE, E2NW, E2SW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0230S-R0060E SALT LAKE MER Section: 008,E2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0230S-R0060E SALT LAKE MER Section: 009,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/23/2020,Uinta Metal Development Corp.,UT T0230S-R0060E SALT LAKE MER Section: 010,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0170E SALT LAKE MER Section: 013,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0170E SALT LAKE MER Section: 014,1-2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0170E SALT LAKE MER Section: 014,"NE, E2NW, SW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0170E SALT LAKE MER Section: 015,"1-3, 5",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0170E SALT LAKE MER Section: 015,"SENW, S2",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0170E SALT LAKE MER Section: 021,E2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0170E SALT LAKE MER Section: 022,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0170E SALT LAKE MER Section: 023,1,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0170E SALT LAKE MER Section: 023,"N2, SW, N2SE, SWSE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0170E SALT LAKE MER Section: 024,"NE, NENW, S2NW, S2",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0170E SALT LAKE MER Section: 027,"N2, NWSW, S2SW, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0170E SALT LAKE MER Section: 028,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0170E SALT LAKE MER Section: 033,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0170E SALT LAKE MER Section: 034,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 007,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 008,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 009,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 010,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 011,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 012,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 013,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 014,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 015,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 017,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 018,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 019,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 020,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 021,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 022,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 023,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 024,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 025,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 026,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 027,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 028,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 029,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 030,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 031,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 033,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 034,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0180E SALT LAKE MER Section: 035,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0190E SALT LAKE MER Section: 007,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0190E SALT LAKE MER Section: 018,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0190E SALT LAKE MER Section: 019,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0190E SALT LAKE MER Section: 020,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0190E SALT LAKE MER Section: 028,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0190E SALT LAKE MER Section: 029,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0190E SALT LAKE MER Section: 030,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0190E SALT LAKE MER Section: 031,1-12,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0190E SALT LAKE MER Section: 033,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0230S-R0190E SALT LAKE MER Section: 034,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,"Hoover & Stacy, Inc.",UT T0240S-R0010W SALT LAKE MER Section: 004,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,"Hoover & Stacy, Inc.",UT T0240S-R0010W SALT LAKE MER Section: 005,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,"Hoover & Stacy, Inc.",UT T0240S-R0010W SALT LAKE MER Section: 006,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,"Hoover & Stacy, Inc.",UT T0240S-R0010W SALT LAKE MER Section: 007,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,"Hoover & Stacy, Inc.",UT T0240S-R0010W SALT LAKE MER Section: 008,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,"Hoover & Stacy, Inc.",UT T0240S-R0010W SALT LAKE MER Section: 009,"W2NE, SENE, W2, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,"Hoover & Stacy, Inc.",UT T0240S-R0010W SALT LAKE MER Section: 017,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/27/2020,"Hoover & Stacy, Inc.",UT T0240S-R0010W SALT LAKE MER Section: 018,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Service, Inc.",UT T0240S-R0010W SALT LAKE MER Section: 020,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Service, Inc.",UT T0240S-R0010W SALT LAKE MER Section: 021,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Service, Inc.",UT T0240S-R0010W SALT LAKE MER Section: 028,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Service, Inc.",UT T0240S-R0010W SALT LAKE MER Section: 029,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0240S-R0010W SALT LAKE MER Section: 033,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0240S-R0020W SALT LAKE MER Section: 001,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0240S-R0020W SALT LAKE MER Section: 012,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0240S-R0020W SALT LAKE MER Section: 013,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0240S-R0020W SALT LAKE MER Section: 019,"3, 4",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0240S-R0020W SALT LAKE MER Section: 019,"SENE, E2SW, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0240S-R0020W SALT LAKE MER Section: 020,"NE, NWNE, S2NW, S2",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0240S-R0020W SALT LAKE MER Section: 021,"1-3, 5-8",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0240S-R0020W SALT LAKE MER Section: 021,W2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0240S-R0020W SALT LAKE MER Section: 029,1-6,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0240S-R0020W SALT LAKE MER Section: 029,"NWNE, NW, S2SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0240S-R0020W SALT LAKE MER Section: 030,1-4,2020-04-29T20:22:32Z
