Geo. State,Type,Status,Submitted Date,Nominator,LD Summary,Subdivision,data_pulled_at
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0240S-R0020W SALT LAKE MER Section: 030,"NE, E2NW, E2SW, N2SE, SWSE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,03/02/2020,Ram Land Services,UT T0240S-R0030W SALT LAKE MER Section: 025,"NE, E2NW, S2",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,03/02/2020,Ram Land Services,UT T0240S-R0030W SALT LAKE MER Section: 026,SESE,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,03/02/2020,Ram Land Services,UT T0240S-R0030W SALT LAKE MER Section: 035,"E2NE, NESE, S2SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0170E SALT LAKE MER Section: 001,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0170E SALT LAKE MER Section: 012,"N2, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0170E SALT LAKE MER Section: 018,4,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0170E SALT LAKE MER Section: 018,SESW,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 001,"3, 4",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 001,"S2NW, SW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 003,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 004,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 005,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 006,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 007,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 008,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 009,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 010,W2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 015,W2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 017,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 018,"1, 2",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 018,"E2, E2NW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 022,W2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180E SALT LAKE MER Section: 034,S2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0190E SALT LAKE MER Section: 003,"1, 2",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0190E SALT LAKE MER Section: 003,"S2NE, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0190E SALT LAKE MER Section: 010,E2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0190E SALT LAKE MER Section: 011,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0190E SALT LAKE MER Section: 012,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0190E SALT LAKE MER Section: 013,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0190E SALT LAKE MER Section: 024,N2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/21/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0200E SALT LAKE MER Section: 018,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/21/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0200E SALT LAKE MER Section: 019,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/21/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0200E SALT LAKE MER Section: 020,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/21/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0200E SALT LAKE MER Section: 029,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/21/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0200E SALT LAKE MER Section: 030,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/21/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0200E SALT LAKE MER Section: 031,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 001,1-4,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 001,"S2NE, S2NW, W2SW, SESW, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 003,"1-3, 5",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 003,"S2NE, S2NW, N2SW, SESW, N2SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 004,1-3,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 004,"S2NE, SENW, W2SW, SESW, N2SE, SESE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 009,E2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 010,"NE, N2SW, SWSW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 011,1-6,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 012,"NENE, S2NE, W2, NESE, S2SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 013,"N2NE, SENE, NW, N2SW, SWSW, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 014,"W2NE, SENE, W2, NESE, S2SW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 015,S2SE,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 015,"W2NW, W2SW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 022,"1, 2",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 022,"E2, SESW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 023,"N2NE, SWNE, W2NW, SENW, N2SW, SWSW, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,"Six For Six Land Services, Inc.",UT T0250S-R0010W SALT LAKE MER Section: 024,"N2NE, SWNE, W2, W2SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,Nominator,UT T0250S-R0010W SALT LAKE MER Section: 025,"W2NE, W2, W2SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,Nominator,UT T0250S-R0010W SALT LAKE MER Section: 026,"NENE, S2NE, N2NW, SWNW, E2SW, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/28/2020,Nominator,UT T0250S-R0010W SALT LAKE MER Section: 035,"NE, NENW, S2NW, SW, NESE, NWSE EXCEPTING SS4, W2SWSE, SESWSE, E2SESE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,03/02/2020,Ram Land Services,UT T0250S-R0030W SALT LAKE MER Section: 001,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,03/02/2020,Ram Land Services,UT T0250S-R0030W SALT LAKE MER Section: 011,1-4,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,03/02/2020,Ram Land Services,UT T0250S-R0030W SALT LAKE MER Section: 011,"N2, W2SW, SESW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0172E SALT LAKE MER Section: 013,"SW, SWSE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 017,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 018,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 019,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 020,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 025,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 026,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 027,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 028,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 029,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 030,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 031,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 032,S2SW,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 033,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 034,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0250S-R0180E SALT LAKE MER Section: 035,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/21/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0190E SALT LAKE MER Section: 011,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/21/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0190E SALT LAKE MER Section: 012,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/21/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0190E SALT LAKE MER Section: 013,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0200E SALT LAKE MER Section: 004,"1-8, 10-14",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0200E SALT LAKE MER Section: 004,SW,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0200E SALT LAKE MER Section: 005,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0200E SALT LAKE MER Section: 006,1-18,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0200E SALT LAKE MER Section: 006,E2SW,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0200E SALT LAKE MER Section: 007,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0200E SALT LAKE MER Section: 008,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0200E SALT LAKE MER Section: 009,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0200E SALT LAKE MER Section: 010,"S2SENW, SWNW, SW, SWNESE, W2NWSE, SENWSE, S2SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0200E SALT LAKE MER Section: 011,SWSWSW,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0200E SALT LAKE MER Section: 014,"SWNENW, W2NW, SENW, SW, SWNWSE, W2SWSE, SESWSE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0200E SALT LAKE MER Section: 024,"SWSWNE, S2NW, SW, W2SE, SWSESE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0200E SALT LAKE MER Section: 025,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0200E SALT LAKE MER Section: 034,"S2NE, NW, NESW, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,02/26/2020,"Milestone Consulting, Inc.",UT T0260S-R0070E SALT LAKE MER Section: 018,"N2NWNE, SWNWNE, N2NW, SWNW, N2SENW, SWSENW, NWNESW, NWSW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 001,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 003,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 004,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 005,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 006,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 007,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 008,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 009,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 010,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 011,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 012,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 013,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 014,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 015,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 017,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 021,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 022,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 023,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 024,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 025,"N2, N2SW, N2SWSW, SESWSW, SESW, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 026,"N2, N2N2SW, SWNWSW, N2N2SE, SENESE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 027,"N2, SW, N2SE, SWSE, NWSESE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 028,"N2NE, NESWNE, W2NWSWNE, S2SWNE, SENE, W2, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 033,"N2NE, N2NW, SWNW, N2SENW, SWSENW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,Prairie Hills Oil and Gas L.L.C.,UT T0260S-R0180E SALT LAKE MER Section: 034,"N2NENW, NWNW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0190E SALT LAKE MER Section: 031,"N2, N2SW, N2N2SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0200E SALT LAKE MER Section: 001,1-8,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0200E SALT LAKE MER Section: 001,"SWNE, S2NW, SW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0200E SALT LAKE MER Section: 003,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0200E SALT LAKE MER Section: 011,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0200E SALT LAKE MER Section: 012,"SWNE, W2, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0200E SALT LAKE MER Section: 013,1,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0200E SALT LAKE MER Section: 013,"N2NE, SWNE, W2, W2SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0200E SALT LAKE MER Section: 014,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0210E SALT LAKE MER Section: 006,"11, 13",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0210E SALT LAKE MER Section: 006,"SWNE, SENW, E2SW, W2SE, SESE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0210E SALT LAKE MER Section: 007,"1, 2",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0210E SALT LAKE MER Section: 007,"NE, E2NW, N2SE, SESE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0210E SALT LAKE MER Section: 018,3,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0210E SALT LAKE MER Section: 018,"NENE, S2NE, E2SW, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0210E SALT LAKE MER Section: 019,"E2, E2NW, NESW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Pending,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0260S-R0210E SALT LAKE MER Section: 020,"W2NW, SENW, S2",2020-04-29T20:22:32Z
