"geo__state","type","status","submitted_date","nominator","ld_summary","subdivision","plssid","frstdivtxt","frstdivno"
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 004","ALL SUBDIVISIONS","UT260240S0190E0","Section",4
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 005","ALL SUBDIVISIONS","UT260240S0190E0","Section",5
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 006","ALL SUBDIVISIONS","UT260240S0190E0","Section",6
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 007","ALL SUBDIVISIONS","UT260240S0190E0","Section",7
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 008","ALL SUBDIVISIONS","UT260240S0190E0","Section",8
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 009","ALL SUBDIVISIONS","UT260240S0190E0","Section",9
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 010","W2","UT260240S0190E0","Section",10
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 014","N2","UT260240S0190E0","Section",14
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 014","S2","UT260240S0190E0","Section",14
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 015","ALL SUBDIVISIONS","UT260240S0190E0","Section",15
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 017","ALL SUBDIVISIONS","UT260240S0190E0","Section",17
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 018","ALL SUBDIVISIONS","UT260240S0190E0","Section",18
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 019","ALL SUBDIVISIONS","UT260240S0190E0","Section",19
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 020","ALL SUBDIVISIONS","UT260240S0190E0","Section",20
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 021","ALL SUBDIVISIONS","UT260240S0190E0","Section",21
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 022","ALL SUBDIVISIONS","UT260240S0190E0","Section",22
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 023","ALL SUBDIVISIONS","UT260240S0190E0","Section",23
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 024","S2","UT260240S0190E0","Section",24
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 025","ALL SUBDIVISIONS","UT260240S0190E0","Section",25
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 028","ALL SUBDIVISIONS","UT260240S0190E0","Section",28
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 029","ALL SUBDIVISIONS","UT260240S0190E0","Section",29
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 030","ALL SUBDIVISIONS","UT260240S0190E0","Section",30
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 031","ALL SUBDIVISIONS","UT260240S0190E0","Section",31
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 033","ALL SUBDIVISIONS","UT260240S0190E0","Section",33
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 034","ALL SUBDIVISIONS","UT260240S0190E0","Section",34
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 035","ALL SUBDIVISIONS","UT260240S0190E0","Section",35
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0172E SALT LAKE MER Section: 001","ALL SUBDIVISIONS","UT260250S0172E0","Section",1
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0172E SALT LAKE MER Section: 003","1-15","UT260250S0172E0","Section",3
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0172E SALT LAKE MER Section: 003","SE","UT260250S0172E0","Section",3
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0172E SALT LAKE MER Section: 004","9-11, 14-16","UT260250S0172E0","Section",4
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0172E SALT LAKE MER Section: 011","ALL SUBDIVISIONS","UT260250S0172E0","Section",11
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0172E SALT LAKE MER Section: 012","ALL SUBDIVISIONS","UT260250S0172E0","Section",12
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0172E SALT LAKE MER Section: 013","N2, N2SE, SESE","UT260250S0172E0","Section",13
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-21,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0190E SALT LAKE MER Section: 001","ALL SUBDIVISIONS","UT260250S0190E0","Section",1
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-21,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0190E SALT LAKE MER Section: 003","1-9, 11, 12","UT260250S0190E0","Section",3
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-21,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0190E SALT LAKE MER Section: 003","SW, S2SE, NESE","UT260250S0190E0","Section",3
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-21,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0190E SALT LAKE MER Section: 004","ALL SUBDIVISIONS","UT260250S0190E0","Section",4
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-21,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0190E SALT LAKE MER Section: 005","ALL SUBDIVISIONS","UT260250S0190E0","Section",5
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0200E SALT LAKE MER Section: 004","9","UT260250S0200E0","Section",4
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0200E SALT LAKE MER Section: 010","N2SENW, N2NESE, SENESE, NENWSE","UT260250S0200E0","Section",10
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0200E SALT LAKE MER Section: 011","E2, N2SW, N2,SW, N2SWSW, SESWSW, SESW","UT260250S0200E0","Section",11
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0200E SALT LAKE MER Section: 013","ALL SUBDIVISIONS","UT260250S0200E0","Section",13
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0200E SALT LAKE MER Section: 014","NE, N2NENW, SENENW, E2SE, N2NWSE, SENWSE, NESWSE","UT260250S0200E0","Section",14
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0200E SALT LAKE MER Section: 024","N2NE, N2SWNE, SESWNE, SENE, N2NW, NESE, N2SESE, SESESE","UT260250S0200E0","Section",24
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-02-26,"Milestone Consulting, Inc.","UT T0260S-R0070E SALT LAKE MER Section: 008","THE PORTION OF THE S2 THAT'S NORTH OF THE LOWER LAST CHANCE WILDERNESS AREA BOUNDARY","UT260260S0070E0","Section",8
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-02-26,"Milestone Consulting, Inc.","UT T0260S-R0070E SALT LAKE MER Section: 009","THE PORTION OF THE S2NW, NENW, AND NWSW NORTH OF THE LOWER LAST CHANCE WILDERNESS AREA BOUNDARY","UT260260S0070E0","Section",9
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-02-26,"Milestone Consulting, Inc.","UT T0260S-R0070E SALT LAKE MER Section: 018","n2nene, senwne, nwswne, sesenw, nenesw, s2nesw, n2swsw, swswsw, THE PORTION NORTH OF THE LOWER LAST CHANCE WILDERNESS AREA BOUNDARY","UT260260S0070E0","Section",18
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas L.L.C.","UT T0260S-R0180E SALT LAKE MER Section: 025","SWSWSW","UT260260S0180E0","Section",25
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas L.L.C.","UT T0260S-R0180E SALT LAKE MER Section: 026","S2NESW, SENWSW, S2SW, SWNESE, S2NWSE, S2SE","UT260260S0180E0","Section",26
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas L.L.C.","UT T0260S-R0180E SALT LAKE MER Section: 027","NESESE, S2SESE","UT260260S0180E0","Section",27
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas L.L.C.","UT T0260S-R0180E SALT LAKE MER Section: 034","ALL EXCEPTING NATL PK","UT260260S0180E0","Section",34
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas L.L.C.","UT T0260S-R0180E SALT LAKE MER Section: 035","ALL EXCEPTING NATL PK","UT260260S0180E0","Section",35
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0260S-R0190E SALT LAKE MER Section: 031","S2SW, S2N2SE, S2SE","UT260260S0190E0","Section",31
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0270S-R0200E SALT LAKE MER Section: 003","1, 3-8","UT260270S0200E0","Section",3
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0270S-R0200E SALT LAKE MER Section: 003","S2NE, S2NW, S2","UT260270S0200E0","Section",3
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0270S-R0200E SALT LAKE MER Section: 004","1-3, 6-8","UT260270S0200E0","Section",4
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0270S-R0200E SALT LAKE MER Section: 004","S2NE, SENW, NESW, S2SW, SE","UT260270S0200E0","Section",4
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0270S-R0200E SALT LAKE MER Section: 006","ALL SUBDIVISIONS","UT260270S0200E0","Section",6
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0270S-R0200E SALT LAKE MER Section: 007","ALL SUBDIVISIONS","UT260270S0200E0","Section",7
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0270S-R0200E SALT LAKE MER Section: 008","W2, SE","UT260270S0200E0","Section",8
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0270S-R0200E SALT LAKE MER Section: 009","SW","UT260270S0200E0","Section",9
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0270S-R0200E SALT LAKE MER Section: 010","SE","UT260270S0200E0","Section",10
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0280S-R0210E SALT LAKE MER Section: 023","ALL SUBDIVISIONS","UT260280S0210E0","Section",23
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0280S-R0210E SALT LAKE MER Section: 024","E2NE, NW, S2","UT260280S0210E0","Section",24
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0280S-R0210E SALT LAKE MER Section: 025","ALL SUBDIVISIONS","UT260280S0210E0","Section",25
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0280S-R0210E SALT LAKE MER Section: 026","ALL SUBDIVISIONS","UT260280S0210E0","Section",26
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0280S-R0210E SALT LAKE MER Section: 027","ALL SUBDIVISIONS","UT260280S0210E0","Section",27
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0280S-R0210E SALT LAKE MER Section: 034","E2","UT260280S0210E0","Section",34
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0280S-R0210E SALT LAKE MER Section: 035","ALL SUBDIVISIONS","UT260280S0210E0","Section",35
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0280S-R0210E SALT LAKE MER Section: 036","N2NW","UT260280S0210E0","Section",36
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0280S-R0220E SALT LAKE MER Section: 028","ALL SUBDIVISIONS","UT260280S0220E0","Section",28
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0280S-R0220E SALT LAKE MER Section: 029","ALL SUBDIVISIONS","UT260280S0220E0","Section",29
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0280S-R0220E SALT LAKE MER Section: 030","ALL SUBDIVISIONS","UT260280S0220E0","Section",30
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0280S-R0220E SALT LAKE MER Section: 031","ALL SUBDIVISIONS","UT260280S0220E0","Section",31
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0280S-R0220E SALT LAKE MER Section: 033","ALL SUBDIVISIONS","UT260280S0220E0","Section",33
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0280S-R0220E SALT LAKE MER Section: 034","ALL SUBDIVISIONS","UT260280S0220E0","Section",34
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0290S-R0220E SALT LAKE MER Section: 003","1-4","UT260290S0220E0","Section",3
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0290S-R0220E SALT LAKE MER Section: 003","S2NE, S2NW, SW, N2SE, SWSE","UT260290S0220E0","Section",3
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0290S-R0220E SALT LAKE MER Section: 005","ALL SUBDIVISIONS","UT260290S0220E0","Section",5
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0290S-R0220E SALT LAKE MER Section: 010","N2NE, SENE, W2, NESE, S2SE","UT260290S0220E0","Section",10
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0290S-R0220E SALT LAKE MER Section: 011","ALL SUBDIVISIONS","UT260290S0220E0","Section",11
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0290S-R0220E SALT LAKE MER Section: 014","W2W2NE, NW, NESW, S2SW, W2W2SE","UT260290S0220E0","Section",14
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0290S-R0220E SALT LAKE MER Section: 015","NENE","UT260290S0220E0","Section",15
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0290S-R0220E SALT LAKE MER Section: 023","W2NWNE, W2SWNE, E2NW, NWSW, W2NWSE","UT260290S0220E0","Section",23
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0290S-R0220E SALT LAKE MER Section: 031","3-4","UT260290S0220E0","Section",31
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-15,"Nominator","UT T0290S-R0220E SALT LAKE MER Section: 031","E2SW, SWSE","UT260290S0220E0","Section",31
"UT","O&G Nomination (EOI)","Unavailable: No Federal Mineral Rights",2020-02-28,"Nominator","UT T0250S-R0010W SALT LAKE MER Section: 035","SS4 located in NWSE","UT260250S0010W0","Section",35
"UT","O&G Nomination (EOI)","Unavailable: Other - see comments",2020-01-16,"Robert L Bayless, Producer LLC","UT T0100S-R0170E SALT LAKE MER Section: 003","ALL SUBDIVISIONS","UT260100S0170E0","Section",3
"UT","O&G Nomination (EOI)","Unavailable: Other - see comments",2020-01-16,"Robert L Bayless, Producer LLC","UT T0100S-R0170E SALT LAKE MER Section: 010","ALL SUBDIVISIONS","UT260100S0170E0","Section",10
"UT","O&G Nomination (EOI)","Unavailable: Wilderness Study Area",2020-03-02,"Nominator","UT T0260S-R0230E SALT LAKE MER Section: 021","6","UT260260S0230E0","Section",21
"UT","O&G Nomination (EOI)","Unavailable: Wilderness Study Area",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0270S-R0220E SALT LAKE MER Section: 008","N2N2NE, NENENW","UT260270S0220E0","Section",8
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 001","ALL SUBDIVISIONS","UT260240S0180W0","Section",1
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 003","ALL SUBDIVISIONS","UT260240S0180W0","Section",3
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 004","ALL SUBDIVISIONS","UT260240S0180W0","Section",4
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 005","ALL SUBDIVISIONS","UT260240S0180W0","Section",5
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 006","ALL SUBDIVISIONS","UT260240S0180W0","Section",6
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 007","ALL SUBDIVISIONS","UT260240S0180W0","Section",7
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 008","ALL SUBDIVISIONS","UT260240S0180W0","Section",8
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 009","ALL SUBDIVISIONS","UT260240S0180W0","Section",9
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 010","ALL SUBDIVISIONS","UT260240S0180W0","Section",10
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 011","ALL SUBDIVISIONS","UT260240S0180W0","Section",11
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 012","ALL SUBDIVISIONS","UT260240S0180W0","Section",12
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 013","ALL SUBDIVISIONS","UT260240S0180W0","Section",13
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 014","ALL SUBDIVISIONS","UT260240S0180W0","Section",14
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 015","ALL SUBDIVISIONS","UT260240S0180W0","Section",15
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 017","ALL SUBDIVISIONS","UT260240S0180W0","Section",17
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 018","ALL SUBDIVISIONS","UT260240S0180W0","Section",18
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 019","ALL SUBDIVISIONS","UT260240S0180W0","Section",19
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 020","ALL SUBDIVISIONS","UT260240S0180W0","Section",20
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 021","ALL SUBDIVISIONS","UT260240S0180W0","Section",21
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 022","ALL SUBDIVISIONS","UT260240S0180W0","Section",22
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 023","ALL SUBDIVISIONS","UT260240S0180W0","Section",23
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 024","ALL SUBDIVISIONS","UT260240S0180W0","Section",24
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 025","ALL SUBDIVISIONS","UT260240S0180W0","Section",25
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 026","ALL SUBDIVISIONS","UT260240S0180W0","Section",26
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 027","ALL SUBDIVISIONS","UT260240S0180W0","Section",27
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 028","ALL SUBDIVISIONS","UT260240S0180W0","Section",28
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 029","ALL SUBDIVISIONS","UT260240S0180W0","Section",29
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 030","ALL SUBDIVISIONS","UT260240S0180W0","Section",30
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 031","ALL SUBDIVISIONS","UT260240S0180W0","Section",31
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 033","ALL SUBDIVISIONS","UT260240S0180W0","Section",33
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 034","ALL SUBDIVISIONS","UT260240S0180W0","Section",34
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180W SALT LAKE MER Section: 035","ALL SUBDIVISIONS","UT260240S0180W0","Section",35
"UT","O&G Nomination (EOI)","Withdrawn",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0170E SALT LAKE MER Section: 001","ALL SUBDIVISIONS","UT260250S0170E0","Section",1
