"geo__state","type","status","submitted_date","nominator","ld_summary","subdivision","plssid","frstdivtxt","frstdivno"
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0340S-R0130W SALT LAKE MER Section: 007","1,2","UT260340S0130W0","Section",7
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0340S-R0130W SALT LAKE MER Section: 009","E2","UT260340S0130W0","Section",9
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0340S-R0130W SALT LAKE MER Section: 011","N2,S2SW","UT260340S0130W0","Section",11
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0340S-R0130W SALT LAKE MER Section: 012","E2E2","UT260340S0130W0","Section",12
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0340S-R0130W SALT LAKE MER Section: 013","E2,E2W2","UT260340S0130W0","Section",13
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0340S-R0130W SALT LAKE MER Section: 017","SE","UT260340S0130W0","Section",17
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0340S-R0130W SALT LAKE MER Section: 019","3,4","UT260340S0130W0","Section",19
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0340S-R0130W SALT LAKE MER Section: 019","E2SW,SE","UT260340S0130W0","Section",19
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0340S-R0130W SALT LAKE MER Section: 020","S2","UT260340S0130W0","Section",20
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0340S-R0130W SALT LAKE MER Section: 021","S2","UT260340S0130W0","Section",21
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0340S-R0130W SALT LAKE MER Section: 022","ALL SUBDIVISIONS","UT260340S0130W0","Section",22
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0340S-R0130W SALT LAKE MER Section: 030","ALL SUBDIVISIONS","UT260340S0130W0","Section",30
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0340S-R0130W SALT LAKE MER Section: 031","ALL SUBDIVISIONS","UT260340S0130W0","Section",31
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0340S-R0130W SALT LAKE MER Section: 036","ALL SUBDIVISIONS","UT260340S0130W0","Section",36
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 001","1-4","UT260350S0120W0","Section",1
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 001","SWNE,S2NW,S2","UT260350S0120W0","Section",1
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 002","1,2","UT260350S0120W0","Section",2
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 002","S2NE,S2","UT260350S0120W0","Section",2
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 003","ALL EXCLUDING PAT MINING CLAIMS","UT260350S0120W0","Section",3
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 004","1-4","UT260350S0120W0","Section",4
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 004","S2N2,N2S2,SESE","UT260350S0120W0","Section",4
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 009","1-8","UT260350S0120W0","Section",9
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 009","E2SENWNE,SWSENWNE,E2SWNE,E2NWSWNE,SWNWSWNE,SWSWNE,S2S2NW,N2SW, EXCLUDING PAT MINING CLAIMS","UT260350S0120W0","Section",9
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 010","ALL EXCLUDING PAT MINING CLAIMS","UT260350S0120W0","Section",10
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 011","ALL SUBDIVISIONS","UT260350S0120W0","Section",11
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 012","ALL SUBDIVISIONS","UT260350S0120W0","Section",12
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 013","SWNW,W2SW","UT260350S0120W0","Section",13
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 014","NW,N2SW,N2S2SW","UT260350S0120W0","Section",14
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 015","1-5","UT260350S0120W0","Section",15
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 015","NE,SENW,E2SW,N2SE,N2S2SE","UT260350S0120W0","Section",15
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 016","ALL EXCLUDING PAT MINING CLAIMS AND LOT 3 (SWNW)","UT260350S0120W0","Section",16
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 029","SW EXCLUDING PAT MINING CLAIMS","UT260350S0120W0","Section",29
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 030","4,12-16","UT260350S0120W0","Section",30
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 030","SESW,SE EXCLUDING PAT MINING CLAIMS","UT260350S0120W0","Section",30
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 031","1-4","UT260350S0120W0","Section",31
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0120W SALT LAKE MER Section: 031","NE,E2W2,NWSE EXCLUDING PAT MINING CLAIMS","UT260350S0120W0","Section",31
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 001","1,5-7","UT260350S0130W0","Section",1
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 003","S2","UT260350S0130W0","Section",3
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 004","S2","UT260350S0130W0","Section",4
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 005","ALL SUBDIVISIONS","UT260350S0130W0","Section",5
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 006","ALL SUBDIVISIONS","UT260350S0130W0","Section",6
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 007","ALL SUBDIVISIONS","UT260350S0130W0","Section",7
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 008","W2","UT260350S0130W0","Section",8
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 009","ALL SUBDIVISIONS","UT260350S0130W0","Section",9
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 010","ALL SUBDIVISIONS","UT260350S0130W0","Section",10
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 011","ALL SUBDIVISIONS","UT260350S0130W0","Section",11
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 012","3,4","UT260350S0130W0","Section",12
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 012","W2NW,SENW,SW,W2SE","UT260350S0130W0","Section",12
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 013","ALL SUBDIVISIONS","UT260350S0130W0","Section",13
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 014","ALL SUBDIVISIONS","UT260350S0130W0","Section",14
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 015","ALL SUBDIVISIONS","UT260350S0130W0","Section",15
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 017","N2","UT260350S0130W0","Section",17
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 018","ALL SUBDIVISIONS","UT260350S0130W0","Section",18
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 019","ALL SUBDIVISIONS","UT260350S0130W0","Section",19
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 022","ALL SUBDIVISIONS","UT260350S0130W0","Section",22
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 023","ALL SUBDIVISIONS","UT260350S0130W0","Section",23
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 024","ALL SUBDIVISIONS","UT260350S0130W0","Section",24
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 025","ALL EXCLUDING PATENTED MINING CLAIMS","UT260350S0130W0","Section",25
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 026","N2,N2SW,SE","UT260350S0130W0","Section",26
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 027","ALL SUBDIVISIONS","UT260350S0130W0","Section",27
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 028","ALL SUBDIVISIONS","UT260350S0130W0","Section",28
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 029","NESW,N2SE,SESE","UT260350S0130W0","Section",29
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 030","3,4","UT260350S0130W0","Section",30
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 030","E2SW","UT260350S0130W0","Section",30
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 031","1","UT260350S0130W0","Section",31
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 033","ALL SUBDIVISIONS","UT260350S0130W0","Section",33
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 034","N2","UT260350S0130W0","Section",34
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 035","E2,S2SW EXCLUDING PATENTED MINING CLAIMS","UT260350S0130W0","Section",35
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 036","1","UT260350S0130W0","Section",36
"UT","O&G Nomination (EOI)","Pending",2020-03-16,"Jones Lease Service","UT T0350S-R0130W SALT LAKE MER Section: 036","W2NE,NW,E2SW EXCLUDING PATENTED MINING CLAIMS","UT260350S0130W0","Section",36
"UT","O&G Nomination (EOI)","Unable to Process: Surface Owner Information",2020-03-02,"Ram Land Services","UT T0150S-R0020E SALT LAKE MER Section: 023","N2SE, SESE","UT260150S0020E0","Section",23
"UT","O&G Nomination (EOI)","Unable to Process: Surface Owner Information",2020-03-02,"Ram Land Services","UT T0150S-R0020E SALT LAKE MER Section: 024","1-4","UT260150S0020E0","Section",24
"UT","O&G Nomination (EOI)","Unable to Process: Surface Owner Information",2020-03-02,"Ram Land Services","UT T0150S-R0020E SALT LAKE MER Section: 024","W2W2","UT260150S0020E0","Section",24
"UT","O&G Nomination (EOI)","Unable to Process: Surface Owner Information",2020-03-02,"Ram Land Services","UT T0180S-R0020E SALT LAKE MER Section: 004","3,4","UT260180S0020E0","Section",4
"UT","O&G Nomination (EOI)","Unable to Process: Surface Owner Information",2020-03-02,"Ram Land Services","UT T0180S-R0020E SALT LAKE MER Section: 004","S2NW,SW","UT260180S0020E0","Section",4
"UT","O&G Nomination (EOI)","Unable to Process: Surface Owner Information",2020-03-02,"Ram Land Services","UT T0180S-R0020E SALT LAKE MER Section: 006","SW","UT260180S0020E0","Section",6
"UT","O&G Nomination (EOI)","Unable to Process: Surface Owner Information",2020-02-21,"Nominator","UT T0200S-R0010W SALT LAKE MER Section: 017","NWNW","UT260200S0010W0","Section",17
"UT","O&G Nomination (EOI)","Unable to Process: Surface Owner Information",2020-02-28,"Nominator","UT T0250S-R0010W SALT LAKE MER Section: 026","SWNW, W2SW","UT260250S0010W0","Section",26
"UT","O&G Nomination (EOI)","Unable to Process: Surface Owner Information",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0200E SALT LAKE MER Section: 010","NE, N2NW","UT260250S0200E0","Section",10
"UT","O&G Nomination (EOI)","Unable to Process: Surface Owner Information",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0250S-R0200E SALT LAKE MER Section: 011","NW","UT260250S0200E0","Section",11
"UT","O&G Nomination (EOI)","Unable to Process: Surface Owner Information",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0270S-R0200E SALT LAKE MER Section: 003","2","UT260270S0200E0","Section",3
"UT","O&G Nomination (EOI)","Unable to Process: Surface Owner Information",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0270S-R0200E SALT LAKE MER Section: 004","NWSW","UT260270S0200E0","Section",4
"UT","O&G Nomination (EOI)","Unable to Process: Surface Owner Information",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0270S-R0200E SALT LAKE MER Section: 005","ALL SUBDIVISIONS","UT260270S0200E0","Section",5
"UT","O&G Nomination (EOI)","Unable to Process: Surface Owner Information",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0270S-R0200E SALT LAKE MER Section: 008","NE","UT260270S0200E0","Section",8
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0230S-R0190E SALT LAKE MER Section: 031","E2","UT260230S0190E0","Section",31
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 003","ALL SUBDIVISIONS","UT260240S0170E0","Section",3
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 004","ALL SUBDIVISIONS","UT260240S0170E0","Section",4
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 005","ALL SUBDIVISIONS","UT260240S0170E0","Section",5
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 007","ALL SUBDIVISIONS","UT260240S0170E0","Section",7
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 008","ALL SUBDIVISIONS","UT260240S0170E0","Section",8
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 009","ALL SUBDIVISIONS","UT260240S0170E0","Section",9
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 010","ALL SUBDIVISIONS","UT260240S0170E0","Section",10
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 011","ALL SUBDIVISIONS","UT260240S0170E0","Section",11
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 012","SW","UT260240S0170E0","Section",12
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 013","ALL SUBDIVISIONS","UT260240S0170E0","Section",13
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 014","ALL SUBDIVISIONS","UT260240S0170E0","Section",14
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 015","ALL SUBDIVISIONS","UT260240S0170E0","Section",15
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 017","ALL SUBDIVISIONS","UT260240S0170E0","Section",17
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 018","N2, N2SW, SE","UT260240S0170E0","Section",18
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 020","ALL SUBDIVISIONS","UT260240S0170E0","Section",20
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 021","ALL SUBDIVISIONS","UT260240S0170E0","Section",21
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 022","ALL SUBDIVISIONS","UT260240S0170E0","Section",22
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 023","ALL SUBDIVISIONS","UT260240S0170E0","Section",23
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 024","ALL SUBDIVISIONS","UT260240S0170E0","Section",24
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 025","ALL SUBDIVISIONS","UT260240S0170E0","Section",25
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 026","ALL SUBDIVISIONS","UT260240S0170E0","Section",26
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 027","ALL SUBDIVISIONS","UT260240S0170E0","Section",27
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 028","ALL SUBDIVISIONS","UT260240S0170E0","Section",28
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 029","ALL SUBDIVISIONS","UT260240S0170E0","Section",29
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 033","ALL SUBDIVISIONS","UT260240S0170E0","Section",33
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 034","ALL SUBDIVISIONS","UT260240S0170E0","Section",34
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0170E SALT LAKE MER Section: 035","ALL SUBDIVISIONS","UT260240S0170E0","Section",35
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 001","W2","UT260240S0180E0","Section",1
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 010","E2","UT260240S0180E0","Section",10
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 011","ALL SUBDIVISIONS","UT260240S0180E0","Section",11
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 012","ALL SUBDIVISIONS","UT260240S0180E0","Section",12
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 013","ALL SUBDIVISIONS","UT260240S0180E0","Section",13
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 014","ALL SUBDIVISIONS","UT260240S0180E0","Section",14
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 015","E2","UT260240S0180E0","Section",15
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 018","SW","UT260240S0180E0","Section",18
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 019","ALL SUBDIVISIONS","UT260240S0180E0","Section",19
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 020","ALL SUBDIVISIONS","UT260240S0180E0","Section",20
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 021","ALL SUBDIVISIONS","UT260240S0180E0","Section",21
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 022","E2","UT260240S0180E0","Section",22
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 023","ALL SUBDIVISIONS","UT260240S0180E0","Section",23
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 024","ALL SUBDIVISIONS","UT260240S0180E0","Section",24
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 025","ALL SUBDIVISIONS","UT260240S0180E0","Section",25
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 026","ALL SUBDIVISIONS","UT260240S0180E0","Section",26
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 027","ALL SUBDIVISIONS","UT260240S0180E0","Section",27
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 028","ALL SUBDIVISIONS","UT260240S0180E0","Section",28
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 029","ALL SUBDIVISIONS","UT260240S0180E0","Section",29
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 030","ALL SUBDIVISIONS","UT260240S0180E0","Section",30
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 031","ALL SUBDIVISIONS","UT260240S0180E0","Section",31
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 033","ALL SUBDIVISIONS","UT260240S0180E0","Section",33
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 034","N2","UT260240S0180E0","Section",34
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-22,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0180E SALT LAKE MER Section: 035","ALL SUBDIVISIONS","UT260240S0180E0","Section",35
"UT","O&G Nomination (EOI)","Unavailable: Closed to Leasing",2020-01-20,"Prairie Hills Oil and Gas, L.L.C.","UT T0240S-R0190E SALT LAKE MER Section: 003","W2","UT260240S0190E0","Section",3
